sampleid	processid
NBGW_039_H1	NBGW6406-23
NBGW_039_H10	NBGW6486-23
NBGW_039_H11	NBGW6495-23
NBGW_039_H2	NBGW6415-23
NBGW_039_H3	NBGW6424-23
NBGW_039_H4	NBGW6434-23
NBGW_039_H5	NBGW6442-23
NBGW_039_H6	NBGW6451-23
NBGW_039_H7	NBGW6460-23
NBGW_039_H8	NBGW6469-23
NBGW_039_H9	NBGW6478-23
NBGW_040_A1	NBGW6504-23
NBGW_040_A10	NBGW6584-23
NBGW_040_A11	NBGW6593-23
NBGW_040_A12	NBGW6602-23
NBGW_040_A2	NBGW6513-23
NBGW_040_A3	NBGW6522-23
NBGW_040_A4	NBGW6530-23
NBGW_040_A5	NBGW6539-23
NBGW_040_A6	NBGW6549-23
NBGW_040_A7	NBGW6558-23
NBGW_040_A8	NBGW6567-23
NBGW_040_A9	NBGW6575-23
NBGW_040_B1	NBGW6505-23
NBGW_040_B10	NBGW6585-23
NBGW_040_B11	NBGW6594-23
NBGW_040_B12	NBGW6603-23
NBGW_040_B2	NBGW6514-23
NBGW_040_B3	NBGW6523-23
NBGW_040_B4	NBGW6532-23
NBGW_040_B5	NBGW6540-23
NBGW_040_B6	NBGW6550-23
NBGW_040_B7	NBGW6559-23
NBGW_040_B8	NBGW6568-23
NBGW_040_B9	NBGW6577-23
NBGW_040_C1	NBGW6506-23
NBGW_040_C10	NBGW6586-23
NBGW_040_C11	NBGW6595-23
NBGW_040_C12	NBGW6604-23
NBGW_040_C2	NBGW6515-23
NBGW_040_C3	NBGW6524-23
NBGW_040_C4	NBGW6533-23
NBGW_040_C5	NBGW6541-23
NBGW_040_C6	NBGW6551-23
NBGW_040_C7	NBGW6560-23
NBGW_040_C8	NBGW6569-23
NBGW_040_C9	NBGW6578-23
NBGW_040_D1	NBGW6507-23
NBGW_040_D10	NBGW6588-23
NBGW_040_D11	NBGW6596-23
NBGW_040_D12	NBGW6605-23
NBGW_040_D2	NBGW6516-23
NBGW_040_D3	NBGW6525-23
NBGW_040_D4	NBGW6534-23
NBGW_040_D5	NBGW6544-23
NBGW_040_D6	NBGW6552-23
NBGW_040_D7	NBGW6561-23
NBGW_040_D8	NBGW6570-23
NBGW_040_D9	NBGW6579-23
NBGW_040_E1	NBGW6508-23
NBGW_040_E10	NBGW6589-23
NBGW_040_E11	NBGW6597-23
NBGW_040_E12	NBGW6606-23
NBGW_040_E2	NBGW6517-23
NBGW_040_E3	NBGW6526-23
NBGW_040_E4	NBGW6535-23
NBGW_040_E5	NBGW6545-23
NBGW_040_E6	NBGW6553-23
NBGW_040_E7	NBGW6562-23
NBGW_040_E8	NBGW6571-23
NBGW_040_E9	NBGW6580-23
NBGW_040_F1	NBGW6510-23
NBGW_040_F10	NBGW6590-23
NBGW_040_F11	NBGW6599-23
NBGW_040_F12	NBGW6607-23
NBGW_040_F2	NBGW6518-23
NBGW_040_F3	NBGW6527-23
NBGW_040_F4	NBGW6536-23
NBGW_040_F5	NBGW6546-23
NBGW_040_F6	NBGW6555-23
NBGW_040_F7	NBGW6563-23
NBGW_040_F8	NBGW6572-23
NBGW_040_F9	NBGW6581-23
NBGW_040_G1	NBGW6511-23
NBGW_040_G10	NBGW6591-23
NBGW_040_G11	NBGW6600-23
NBGW_040_G12	NBGW6608-23
NBGW_040_G2	NBGW6519-23
NBGW_040_G3	NBGW6528-23
NBGW_040_G4	NBGW6537-23
NBGW_040_G5	NBGW6547-23
NBGW_040_G6	NBGW6556-23
NBGW_040_G7	NBGW6564-23
NBGW_040_G8	NBGW6573-23
NBGW_040_G9	NBGW6582-23
NBGW_040_H1	NBGW6512-23
NBGW_040_H10	NBGW6592-23
NBGW_040_H11	NBGW6601-23
NBGW_040_H2	NBGW6521-23
NBGW_040_H3	NBGW6529-23
NBGW_040_H4	NBGW6538-23
NBGW_040_H5	NBGW6548-23
NBGW_040_H6	NBGW6557-23
NBGW_040_H7	NBGW6566-23
NBGW_040_H8	NBGW6574-23
NBGW_040_H9	NBGW6583-23
NBGW_041_A1	NBGW6609-23
NBGW_041_A10	NBGW4695-23
NBGW_041_A11	NBGW4704-23
NBGW_041_A12	NBGW4712-23
NBGW_041_A2	NBGW6617-23
NBGW_041_A3	NBGW6626-23
NBGW_041_A4	NBGW6635-23
NBGW_041_A5	NBGW6644-23
NBGW_041_A6	NBGW4660-23
NBGW_041_A7	NBGW4668-23
NBGW_041_A8	NBGW4677-23
NBGW_041_A9	NBGW4686-23
NBGW_041_B1	NBGW6610-23
NBGW_041_B10	NBGW4696-23
NBGW_041_B11	NBGW4705-23
NBGW_041_B12	NBGW4714-23
NBGW_041_B2	NBGW6619-23
NBGW_041_B3	NBGW6627-23
NBGW_041_B4	NBGW6636-23
NBGW_041_B5	NBGW6645-23
NBGW_041_B6	NBGW4661-23
NBGW_041_B7	NBGW4670-23
NBGW_041_B8	NBGW4678-23
NBGW_041_B9	NBGW4687-23
NBGW_041_C1	NBGW6611-23
NBGW_041_C10	NBGW4697-23
NBGW_041_C11	NBGW4706-23
NBGW_041_C12	NBGW4715-23
NBGW_041_C2	NBGW6620-23
NBGW_041_C3	NBGW6628-23
NBGW_041_C4	NBGW6637-23
NBGW_041_C5	NBGW6646-23
NBGW_041_C6	NBGW4662-23
NBGW_041_C7	NBGW4671-23
NBGW_041_C8	NBGW4679-23
NBGW_041_C9	NBGW4688-23
NBGW_041_D1	NBGW6612-23
NBGW_041_D10	NBGW4698-23
NBGW_041_D11	NBGW4707-23
NBGW_041_D12	NBGW4716-23
NBGW_041_D2	NBGW6621-23
NBGW_041_D3	NBGW6630-23
NBGW_041_D4	NBGW6638-23
NBGW_041_D5	NBGW6647-23
NBGW_041_D6	NBGW4663-23
NBGW_041_D7	NBGW4672-23
NBGW_041_D8	NBGW4681-23
NBGW_041_D9	NBGW4689-23
NBGW_041_E1	NBGW6613-23
NBGW_041_E10	NBGW4699-23
NBGW_041_E11	NBGW4708-23
NBGW_041_E12	NBGW4717-23
NBGW_041_E2	NBGW6622-23
NBGW_041_E3	NBGW6631-23
NBGW_041_E4	NBGW6639-23
NBGW_041_E5	NBGW6648-23
NBGW_041_E6	NBGW4664-23
NBGW_041_E7	NBGW4673-23
NBGW_041_E8	NBGW4682-23
NBGW_041_E9	NBGW4690-23
NBGW_041_F1	NBGW6614-23
NBGW_041_F10	NBGW4700-23
NBGW_041_F11	NBGW4709-23
NBGW_041_F12	NBGW4718-23
NBGW_041_F2	NBGW6623-23
NBGW_041_F3	NBGW6632-23
NBGW_041_F4	NBGW6641-23
NBGW_041_F5	NBGW6649-23
NBGW_041_F6	NBGW4665-23
NBGW_041_F7	NBGW4674-23
NBGW_041_F8	NBGW4683-23
NBGW_041_F9	NBGW4692-23
NBGW_041_G1	NBGW6615-23
NBGW_041_G10	NBGW4701-23
NBGW_041_G11	NBGW4710-23
NBGW_041_G12	NBGW4719-23
NBGW_041_G2	NBGW6624-23
NBGW_041_G3	NBGW6633-23
NBGW_041_G4	NBGW6642-23
NBGW_041_G5	NBGW6650-23
NBGW_041_G6	NBGW4666-23
NBGW_041_G7	NBGW4675-23
NBGW_041_G8	NBGW4684-23
NBGW_041_G9	NBGW4693-23
NBGW_041_H1	NBGW6616-23
NBGW_041_H10	NBGW4703-23
NBGW_041_H11	NBGW4711-23
NBGW_041_H2	NBGW6625-23
NBGW_041_H3	NBGW6634-23
NBGW_041_H4	NBGW6643-23
NBGW_041_H5	NBGW4659-23
NBGW_041_H6	NBGW4667-23
NBGW_041_H7	NBGW4676-23
NBGW_041_H8	NBGW4685-23
NBGW_041_H9	NBGW4694-23
NBGW_042_A1	NBGW4720-23
NBGW_042_A10	NBGW4800-23
NBGW_042_A11	NBGW4809-23
NBGW_042_A12	NBGW4818-23
NBGW_042_A2	NBGW4729-23
NBGW_042_A3	NBGW4738-23
NBGW_042_A4	NBGW4747-23
NBGW_042_A5	NBGW4755-23
NBGW_042_A6	NBGW4764-23
NBGW_042_A7	NBGW4774-23
NBGW_042_A8	NBGW4783-23
NBGW_042_A9	NBGW4792-23
NBGW_042_B1	NBGW4721-23
NBGW_042_B10	NBGW4802-23
NBGW_042_B11	NBGW4810-23
NBGW_042_B12	NBGW4819-23
NBGW_042_B2	NBGW4730-23
NBGW_042_B3	NBGW4739-23
NBGW_042_B4	NBGW4748-23
NBGW_042_B5	NBGW4757-23
NBGW_042_B6	NBGW4765-23
NBGW_042_B7	NBGW4775-23
NBGW_042_B8	NBGW4784-23
NBGW_042_B9	NBGW4793-23
NBGW_042_C1	NBGW4722-23
NBGW_042_C10	NBGW4803-23
NBGW_042_C11	NBGW4811-23
NBGW_042_C12	NBGW4820-23
NBGW_042_C2	NBGW4731-23
NBGW_042_C3	NBGW4740-23
NBGW_042_C4	NBGW4749-23
NBGW_042_C5	NBGW4758-23
NBGW_042_C6	NBGW4766-23
NBGW_042_C7	NBGW4776-23
NBGW_042_C8	NBGW4785-23
NBGW_042_C9	NBGW4794-23
NBGW_042_D1	NBGW4724-23
NBGW_042_D10	NBGW4804-23
NBGW_042_D11	NBGW4813-23
NBGW_042_D12	NBGW4821-23
NBGW_042_D2	NBGW4732-23
NBGW_042_D3	NBGW4741-23
NBGW_042_D4	NBGW4750-23
NBGW_042_D5	NBGW4759-23
NBGW_042_D6	NBGW4769-23
NBGW_042_D7	NBGW4777-23
NBGW_042_D8	NBGW4786-23
NBGW_042_D9	NBGW4795-23
NBGW_042_E1	NBGW4725-23
NBGW_042_E10	NBGW4805-23
NBGW_042_E11	NBGW4814-23
NBGW_042_E12	NBGW4822-23
NBGW_042_E2	NBGW4733-23
NBGW_042_E3	NBGW4742-23
NBGW_042_E4	NBGW4751-23
NBGW_042_E5	NBGW4760-23
NBGW_042_E6	NBGW4770-23
NBGW_042_E7	NBGW4778-23
NBGW_042_E8	NBGW4787-23
NBGW_042_E9	NBGW4796-23
NBGW_042_F1	NBGW4726-23
NBGW_042_F10	NBGW4806-23
NBGW_042_F11	NBGW4815-23
NBGW_042_F12	NBGW4824-23
NBGW_042_F2	NBGW4735-23
NBGW_042_F3	NBGW4743-23
NBGW_042_F4	NBGW4752-23
NBGW_042_F5	NBGW4761-23
NBGW_042_F6	NBGW4771-23
NBGW_042_F7	NBGW4780-23
NBGW_042_F8	NBGW4788-23
NBGW_042_F9	NBGW4797-23
NBGW_042_G1	NBGW4727-23
NBGW_042_G10	NBGW4807-23
NBGW_042_G11	NBGW4816-23
NBGW_042_G12	NBGW4825-23
NBGW_042_G2	NBGW4736-23
NBGW_042_G3	NBGW4744-23
NBGW_042_G4	NBGW4753-23
NBGW_042_G5	NBGW4762-23
NBGW_042_G6	NBGW4772-23
NBGW_042_G7	NBGW4781-23
NBGW_042_G8	NBGW4789-23
NBGW_042_G9	NBGW4798-23
NBGW_042_H1	NBGW4728-23
NBGW_042_H10	NBGW4808-23
NBGW_042_H11	NBGW4817-23
NBGW_042_H2	NBGW4737-23
NBGW_042_H3	NBGW4746-23
NBGW_042_H4	NBGW4754-23
NBGW_042_H5	NBGW4763-23
NBGW_042_H6	NBGW4773-23
NBGW_042_H7	NBGW4782-23
NBGW_042_H8	NBGW4791-23
NBGW_042_H9	NBGW4799-23
NBGW_043_A1	NBGW4826-23
NBGW_043_A10	NBGW4906-23
NBGW_043_A11	NBGW4915-23
NBGW_043_A12	NBGW4924-23
NBGW_043_A2	NBGW4835-23
NBGW_043_A3	NBGW4843-23
NBGW_043_A4	NBGW4852-23
NBGW_043_A5	NBGW4861-23
NBGW_043_A6	NBGW4870-23
NBGW_043_A7	NBGW4880-23
NBGW_043_A8	NBGW4888-23
NBGW_043_A9	NBGW4897-23
NBGW_043_B1	NBGW4827-23
NBGW_043_B10	NBGW4907-23
NBGW_043_B11	NBGW4916-23
NBGW_043_B12	NBGW4925-23
NBGW_043_B2	NBGW4836-23
NBGW_043_B3	NBGW4845-23
NBGW_043_B4	NBGW4853-23
NBGW_043_B5	NBGW4862-23
NBGW_043_B6	NBGW4871-23
NBGW_043_B7	NBGW4881-23
NBGW_043_B8	NBGW4890-23
NBGW_043_B9	NBGW4898-23
NBGW_043_C1	NBGW4828-23
NBGW_043_C10	NBGW4908-23
NBGW_043_C11	NBGW4917-23
NBGW_043_C12	NBGW4926-23
NBGW_043_C2	NBGW4837-23
NBGW_043_C3	NBGW4846-23
NBGW_043_C4	NBGW4854-23
NBGW_043_C5	NBGW4863-23
NBGW_043_C6	NBGW4872-23
NBGW_043_C7	NBGW4882-23
NBGW_043_C8	NBGW4891-23
NBGW_043_C9	NBGW4899-23
NBGW_043_D1	NBGW4829-23
NBGW_043_D10	NBGW4909-23
NBGW_043_D11	NBGW4918-23
NBGW_043_D12	NBGW4927-23
NBGW_043_D2	NBGW4838-23
NBGW_043_D3	NBGW4847-23
NBGW_043_D4	NBGW4856-23
NBGW_043_D5	NBGW4864-23
NBGW_043_D6	NBGW4873-23
NBGW_043_D7	NBGW4883-23
NBGW_043_D8	NBGW4892-23
NBGW_043_D9	NBGW4901-23
NBGW_043_E1	NBGW4830-23
NBGW_043_E10	NBGW4910-23
NBGW_043_E11	NBGW4919-23
NBGW_043_E12	NBGW4928-23
NBGW_043_E2	NBGW4839-23
NBGW_043_E3	NBGW4848-23
NBGW_043_E4	NBGW4857-23
NBGW_043_E5	NBGW4865-23
NBGW_043_E6	NBGW4874-23
NBGW_043_E7	NBGW4884-23
NBGW_043_E8	NBGW4893-23
NBGW_043_E9	NBGW4902-23
NBGW_043_F1	NBGW4831-23
NBGW_043_F10	NBGW4912-23
NBGW_043_F11	NBGW4920-23
NBGW_043_F12	NBGW4929-23
NBGW_043_F2	NBGW4840-23
NBGW_043_F3	NBGW4849-23
NBGW_043_F4	NBGW4858-23
NBGW_043_F5	NBGW4867-23
NBGW_043_F6	NBGW4875-23
NBGW_043_F7	NBGW4885-23
NBGW_043_F8	NBGW4894-23
NBGW_043_F9	NBGW4903-23
NBGW_043_G1	NBGW4832-23
NBGW_043_G10	NBGW4913-23
NBGW_043_G11	NBGW4921-23
NBGW_043_G12	NBGW4930-23
NBGW_043_G2	NBGW4841-23
NBGW_043_G3	NBGW4850-23
NBGW_043_G4	NBGW4859-23
NBGW_043_G5	NBGW4868-23
NBGW_043_G6	NBGW4876-23
NBGW_043_G7	NBGW4886-23
NBGW_043_G8	NBGW4895-23
NBGW_043_G9	NBGW4904-23
NBGW_043_H1	NBGW4834-23
NBGW_043_H10	NBGW4914-23
NBGW_043_H11	NBGW4923-23
NBGW_043_H2	NBGW4842-23
NBGW_043_H3	NBGW4851-23
NBGW_043_H4	NBGW4860-23
NBGW_043_H5	NBGW4869-23
NBGW_043_H6	NBGW4879-23
NBGW_043_H7	NBGW4887-23
NBGW_043_H8	NBGW4896-23
NBGW_043_H9	NBGW4905-23
NBGW_044_A1	NBGW4931-23
NBGW_044_A10	NBGW5012-23
NBGW_044_A11	NBGW5020-23
NBGW_044_A12	NBGW5029-23
NBGW_044_A2	NBGW4940-23
NBGW_044_A3	NBGW4949-23
NBGW_044_A4	NBGW4958-23
NBGW_044_A5	NBGW4967-23
NBGW_044_A6	NBGW4975-23
NBGW_044_A7	NBGW4984-23
NBGW_044_A8	NBGW4994-23
NBGW_044_A9	NBGW5003-23
NBGW_044_B1	NBGW4933-23
NBGW_044_B10	NBGW5013-23
NBGW_044_B11	NBGW5022-23
NBGW_044_B12	NBGW5030-23
NBGW_044_B2	NBGW4941-23
NBGW_044_B3	NBGW4950-23
NBGW_044_B4	NBGW4959-23
NBGW_044_B5	NBGW4968-23
NBGW_044_B6	NBGW4977-23
NBGW_044_B7	NBGW4985-23
NBGW_044_B8	NBGW4995-23
NBGW_044_B9	NBGW5004-23
NBGW_044_C1	NBGW4934-23
NBGW_044_C10	NBGW5014-23
NBGW_044_C11	NBGW5023-23
NBGW_044_C12	NBGW5031-23
NBGW_044_C2	NBGW4942-23
NBGW_044_C3	NBGW4951-23
NBGW_044_C4	NBGW4960-23
NBGW_044_C5	NBGW4969-23
NBGW_044_C6	NBGW4978-23
NBGW_044_C7	NBGW4986-23
NBGW_044_C8	NBGW4996-23
NBGW_044_C9	NBGW5005-23
NBGW_044_D1	NBGW4935-23
NBGW_044_D10	NBGW5015-23
NBGW_044_D11	NBGW5024-23
NBGW_044_D12	NBGW5033-23
NBGW_044_D2	NBGW4944-23
NBGW_044_D3	NBGW4952-23
NBGW_044_D4	NBGW4961-23
NBGW_044_D5	NBGW4970-23
NBGW_044_D6	NBGW4979-23
NBGW_044_D7	NBGW4989-23
NBGW_044_D8	NBGW4997-23
NBGW_044_D9	NBGW5006-23
NBGW_044_E1	NBGW4936-23
NBGW_044_E10	NBGW5016-23
NBGW_044_E11	NBGW5025-23
NBGW_044_E12	NBGW5034-23
NBGW_044_E2	NBGW4945-23
NBGW_044_E3	NBGW4953-23
NBGW_044_E4	NBGW4962-23
NBGW_044_E5	NBGW4971-23
NBGW_044_E6	NBGW4980-23
NBGW_044_E7	NBGW4990-23
NBGW_044_E8	NBGW4998-23
NBGW_044_E9	NBGW5007-23
NBGW_044_F1	NBGW4937-23
NBGW_044_F10	NBGW5017-23
NBGW_044_F11	NBGW5026-23
NBGW_044_F12	NBGW5035-23
NBGW_044_F2	NBGW4946-23
NBGW_044_F3	NBGW4955-23
NBGW_044_F4	NBGW4963-23
NBGW_044_F5	NBGW4972-23
NBGW_044_F6	NBGW4981-23
NBGW_044_F7	NBGW4991-23
NBGW_044_F8	NBGW5000-23
NBGW_044_F9	NBGW5008-23
NBGW_044_G1	NBGW4938-23
NBGW_044_G10	NBGW5018-23
NBGW_044_G11	NBGW5027-23
NBGW_044_G12	NBGW5036-23
NBGW_044_G2	NBGW4947-23
NBGW_044_G3	NBGW4956-23
NBGW_044_G4	NBGW4964-23
NBGW_044_G5	NBGW4973-23
NBGW_044_G6	NBGW4982-23
NBGW_044_G7	NBGW4992-23
NBGW_044_G8	NBGW5001-23
NBGW_044_G9	NBGW5009-23
NBGW_044_H1	NBGW4939-23
NBGW_044_H10	NBGW5019-23
NBGW_044_H11	NBGW5028-23
NBGW_044_H2	NBGW4948-23
NBGW_044_H3	NBGW4957-23
NBGW_044_H4	NBGW4966-23
NBGW_044_H5	NBGW4974-23
NBGW_044_H6	NBGW4983-23
NBGW_044_H7	NBGW4993-23
NBGW_044_H8	NBGW5002-23
NBGW_044_H9	NBGW5011-23
NBGW_045_A1	NBGW5037-23
NBGW_045_A10	NBGW5117-23
NBGW_045_A11	NBGW5126-23
NBGW_045_A12	NBGW5135-23
NBGW_045_A2	NBGW5046-23
NBGW_045_A3	NBGW5055-23
NBGW_045_A4	NBGW5063-23
NBGW_045_A5	NBGW5072-23
NBGW_045_A6	NBGW5081-23
NBGW_045_A7	NBGW5090-23
NBGW_045_A8	NBGW5100-23
NBGW_045_A9	NBGW5108-23
NBGW_045_B1	NBGW5038-23
NBGW_045_B10	NBGW5118-23
NBGW_045_B11	NBGW5127-23
NBGW_045_B12	NBGW5136-23
NBGW_045_B2	NBGW5047-23
NBGW_045_B3	NBGW5056-23
NBGW_045_B4	NBGW5065-23
NBGW_045_B5	NBGW5073-23
NBGW_045_B6	NBGW5082-23
NBGW_045_B7	NBGW5091-23
NBGW_045_B8	NBGW5101-23
NBGW_045_B9	NBGW5110-23
NBGW_045_C1	NBGW5039-23
NBGW_045_C10	NBGW5119-23
NBGW_045_C11	NBGW5128-23
NBGW_045_C12	NBGW5137-23
NBGW_045_C2	NBGW5048-23
NBGW_045_C3	NBGW5057-23
NBGW_045_C4	NBGW5066-23
NBGW_045_C5	NBGW5074-23
NBGW_045_C6	NBGW5083-23
NBGW_045_C7	NBGW5092-23
NBGW_045_C8	NBGW5102-23
NBGW_045_C9	NBGW5111-23
NBGW_045_D1	NBGW5040-23
NBGW_045_D10	NBGW5121-23
NBGW_045_D11	NBGW5129-23
NBGW_045_D12	NBGW5138-23
NBGW_045_D2	NBGW5049-23
NBGW_045_D3	NBGW5058-23
NBGW_045_D4	NBGW5067-23
NBGW_045_D5	NBGW5076-23
NBGW_045_D6	NBGW5084-23
NBGW_045_D7	NBGW5093-23
NBGW_045_D8	NBGW5103-23
NBGW_045_D9	NBGW5112-23
NBGW_045_E1	NBGW5041-23
NBGW_045_E10	NBGW5122-23
NBGW_045_E11	NBGW5130-23
NBGW_045_E12	NBGW5139-23
NBGW_045_E2	NBGW5050-23
NBGW_045_E3	NBGW5059-23
NBGW_045_E4	NBGW5068-23
NBGW_045_E5	NBGW5077-23
NBGW_045_E6	NBGW5085-23
NBGW_045_E7	NBGW5094-23
NBGW_045_E8	NBGW5104-23
NBGW_045_E9	NBGW5113-23
NBGW_045_F1	NBGW5043-23
NBGW_045_F10	NBGW5123-23
NBGW_045_F11	NBGW5132-23
NBGW_045_F12	NBGW5140-23
NBGW_045_F2	NBGW5051-23
NBGW_045_F3	NBGW5060-23
NBGW_045_F4	NBGW5069-23
NBGW_045_F5	NBGW5078-23
NBGW_045_F6	NBGW5087-23
NBGW_045_F7	NBGW5095-23
NBGW_045_F8	NBGW5105-23
NBGW_045_F9	NBGW5114-23
NBGW_045_G1	NBGW5044-23
NBGW_045_G10	NBGW5124-23
NBGW_045_G11	NBGW5133-23
NBGW_045_G12	NBGW5141-23
NBGW_045_G2	NBGW5052-23
NBGW_045_G3	NBGW5061-23
NBGW_045_G4	NBGW5070-23
NBGW_045_G5	NBGW5079-23
NBGW_045_G6	NBGW5088-23
NBGW_045_G7	NBGW5096-23
NBGW_045_G8	NBGW5106-23
NBGW_045_G9	NBGW5115-23
NBGW_045_H1	NBGW5045-23
NBGW_045_H10	NBGW5125-23
NBGW_045_H11	NBGW5134-23
NBGW_045_H2	NBGW5054-23
NBGW_045_H3	NBGW5062-23
NBGW_045_H4	NBGW5071-23
NBGW_045_H5	NBGW5080-23
NBGW_045_H6	NBGW5089-23
NBGW_045_H7	NBGW5099-23
NBGW_045_H8	NBGW5107-23
NBGW_045_H9	NBGW5116-23
NBGW_046_A1	NBGW5143-23
NBGW_046_A10	NBGW5223-23
NBGW_046_A11	NBGW5232-23
NBGW_046_A12	NBGW5240-23
NBGW_046_A2	NBGW5151-23
NBGW_046_A3	NBGW5160-23
NBGW_046_A4	NBGW5169-23
NBGW_046_A5	NBGW5178-23
NBGW_046_A6	NBGW5187-23
NBGW_046_A7	NBGW5195-23
NBGW_046_A8	NBGW5204-23
NBGW_046_A9	NBGW5214-23
NBGW_046_B1	NBGW5144-23
NBGW_046_B10	NBGW5224-23
NBGW_046_B11	NBGW5233-23
NBGW_046_B12	NBGW5242-23
NBGW_046_B2	NBGW5153-23
NBGW_046_B3	NBGW5161-23
NBGW_046_B4	NBGW5170-23
NBGW_046_B5	NBGW5179-23
NBGW_046_B6	NBGW5188-23
NBGW_046_B7	NBGW5197-23
NBGW_046_B8	NBGW5205-23
NBGW_046_B9	NBGW5215-23
NBGW_046_C1	NBGW5145-23
NBGW_046_C10	NBGW5225-23
NBGW_046_C11	NBGW5234-23
NBGW_046_C12	NBGW5243-23
NBGW_046_C2	NBGW5154-23
NBGW_046_C3	NBGW5162-23
NBGW_046_C4	NBGW5171-23
NBGW_046_C5	NBGW5180-23
NBGW_046_C6	NBGW5189-23
NBGW_046_C7	NBGW5198-23
NBGW_046_C8	NBGW5206-23
NBGW_046_C9	NBGW5216-23
NBGW_046_D1	NBGW5146-23
NBGW_046_D10	NBGW5226-23
NBGW_046_D11	NBGW5235-23
NBGW_046_D12	NBGW5244-23
NBGW_046_D2	NBGW5155-23
NBGW_046_D3	NBGW5164-23
NBGW_046_D4	NBGW5172-23
NBGW_046_D5	NBGW5181-23
NBGW_046_D6	NBGW5190-23
NBGW_046_D7	NBGW5199-23
NBGW_046_D8	NBGW5209-23
NBGW_046_D9	NBGW5217-23
NBGW_046_E1	NBGW5147-23
NBGW_046_E10	NBGW5227-23
NBGW_046_E11	NBGW5236-23
NBGW_046_E12	NBGW5245-23
NBGW_046_E2	NBGW5156-23
NBGW_046_E3	NBGW5165-23
NBGW_046_E4	NBGW5173-23
NBGW_046_E5	NBGW5182-23
NBGW_046_E6	NBGW5191-23
NBGW_046_E7	NBGW5200-23
NBGW_046_E8	NBGW5210-23
NBGW_046_E9	NBGW5218-23
NBGW_046_F1	NBGW5148-23
NBGW_046_F10	NBGW5228-23
NBGW_046_F11	NBGW5237-23
NBGW_046_F12	NBGW5246-23
NBGW_046_F2	NBGW5157-23
NBGW_046_F3	NBGW5166-23
NBGW_046_F4	NBGW5175-23
NBGW_046_F5	NBGW5183-23
NBGW_046_F6	NBGW5192-23
NBGW_046_F7	NBGW5201-23
NBGW_046_F8	NBGW5211-23
NBGW_046_F9	NBGW5220-23
NBGW_046_G1	NBGW5149-23
NBGW_046_G10	NBGW5229-23
NBGW_046_G11	NBGW5238-23
NBGW_046_G12	NBGW5247-23
NBGW_046_G2	NBGW5158-23
NBGW_046_G3	NBGW5167-23
NBGW_046_G4	NBGW5176-23
NBGW_046_G5	NBGW5184-23
NBGW_046_G6	NBGW5193-23
NBGW_046_G7	NBGW5202-23
NBGW_046_G8	NBGW5212-23
NBGW_046_G9	NBGW5221-23
NBGW_046_H1	NBGW5150-23
NBGW_046_H10	NBGW5231-23
NBGW_046_H11	NBGW5239-23
NBGW_046_H2	NBGW5159-23
NBGW_046_H3	NBGW5168-23
NBGW_046_H4	NBGW5177-23
NBGW_046_H5	NBGW5186-23
NBGW_046_H6	NBGW5194-23
NBGW_046_H7	NBGW5203-23
NBGW_046_H8	NBGW5213-23
NBGW_046_H9	NBGW5222-23
NBGW_047_A1	NBGW5248-23
NBGW_047_A10	NBGW5328-23
NBGW_047_A11	NBGW5337-23
NBGW_047_A12	NBGW5346-23
NBGW_047_A2	NBGW5257-23
NBGW_047_A3	NBGW5266-23
NBGW_047_A4	NBGW5275-23
NBGW_047_A5	NBGW5283-23
NBGW_047_A6	NBGW5292-23
NBGW_047_A7	NBGW5301-23
NBGW_047_A8	NBGW5310-23
NBGW_047_A9	NBGW5320-23
NBGW_047_B1	NBGW5249-23
NBGW_047_B10	NBGW5330-23
NBGW_047_B11	NBGW5338-23
NBGW_047_B12	NBGW5347-23
NBGW_047_B2	NBGW5258-23
NBGW_047_B3	NBGW5267-23
NBGW_047_B4	NBGW5276-23
NBGW_047_B5	NBGW5285-23
NBGW_047_B6	NBGW5293-23
NBGW_047_B7	NBGW5302-23
NBGW_047_B8	NBGW5311-23
NBGW_047_B9	NBGW5321-23
NBGW_047_C1	NBGW5250-23
NBGW_047_C10	NBGW5331-23
NBGW_047_C11	NBGW5339-23
NBGW_047_C12	NBGW5348-23
NBGW_047_C2	NBGW5259-23
NBGW_047_C3	NBGW5268-23
NBGW_047_C4	NBGW5277-23
NBGW_047_C5	NBGW5286-23
NBGW_047_C6	NBGW5294-23
NBGW_047_C7	NBGW5303-23
NBGW_047_C8	NBGW5312-23
NBGW_047_C9	NBGW5322-23
NBGW_047_D1	NBGW5252-23
NBGW_047_D10	NBGW5332-23
NBGW_047_D11	NBGW5341-23
NBGW_047_D12	NBGW5349-23
NBGW_047_D2	NBGW5260-23
NBGW_047_D3	NBGW5269-23
NBGW_047_D4	NBGW5278-23
NBGW_047_D5	NBGW5287-23
NBGW_047_D6	NBGW5296-23
NBGW_047_D7	NBGW5304-23
NBGW_047_D8	NBGW5313-23
NBGW_047_D9	NBGW5323-23
NBGW_047_E1	NBGW5253-23
NBGW_047_E10	NBGW5333-23
NBGW_047_E11	NBGW5342-23
NBGW_047_E12	NBGW5350-23
NBGW_047_E2	NBGW5261-23
NBGW_047_E3	NBGW5270-23
NBGW_047_E4	NBGW5279-23
NBGW_047_E5	NBGW5288-23
NBGW_047_E6	NBGW5297-23
NBGW_047_E7	NBGW5305-23
NBGW_047_E8	NBGW5314-23
NBGW_047_E9	NBGW5324-23
