sampleid	processid
MOZZ00000881A_A6	OXWW589-23
MOZZ00000881A_A7	OXWW676-23
MOZZ00000881A_A8	OXWW765-23
MOZZ00000881A_A9	OXWW853-23
MOZZ00000881A_B1	OXWW357-23
MOZZ00000881A_B10	OXWW952-23
MOZZ00000881A_B11	OXWW1040-23
MOZZ00000881A_B12	OXWW1128-23
MOZZ00000881A_B2	OXWW002-23
MOZZ00000881A_B3	OXWW336-23
MOZZ00000881A_B4	OXWW424-23
MOZZ00000881A_B5	OXWW512-23
MOZZ00000881A_B6	OXWW600-23
MOZZ00000881A_B7	OXWW688-23
MOZZ00000881A_B8	OXWW775-23
MOZZ00000881A_B9	OXWW864-23
MOZZ00000881A_C1	OXWW467-23
MOZZ00000881A_C10	OXWW963-23
MOZZ00000881A_C11	OXWW1051-23
MOZZ00000881A_C12	OXWW1139-23
MOZZ00000881A_C2	OXWW112-23
MOZZ00000881A_C3	OXWW347-23
MOZZ00000881A_C4	OXWW435-23
MOZZ00000881A_C5	OXWW523-23
MOZZ00000881A_C6	OXWW611-23
MOZZ00000881A_C7	OXWW699-23
MOZZ00000881A_C8	OXWW786-23
MOZZ00000881A_C9	OXWW875-23
MOZZ00000881A_D1	OXWW577-23
MOZZ00000881A_D10	OXWW974-23
MOZZ00000881A_D11	OXWW1062-23
MOZZ00000881A_D12	OXWW1150-23
MOZZ00000881A_D2	OXWW222-23
MOZZ00000881A_D3	OXWW358-23
MOZZ00000881A_D4	OXWW446-23
MOZZ00000881A_D5	OXWW534-23
MOZZ00000881A_D6	OXWW622-23
MOZZ00000881A_D7	OXWW710-23
MOZZ00000881A_D8	OXWW798-23
MOZZ00000881A_D9	OXWW885-23
MOZZ00000881A_E1	OXWW687-23
MOZZ00000881A_E10	OXWW984-23
MOZZ00000881A_E11	OXWW1073-23
MOZZ00000881A_E12	OXWW1161-23
MOZZ00000881A_E2	OXWW281-23
MOZZ00000881A_E3	OXWW369-23
MOZZ00000881A_E4	OXWW456-23
MOZZ00000881A_E5	OXWW545-23
MOZZ00000881A_E6	OXWW633-23
MOZZ00000881A_E7	OXWW721-23
MOZZ00000881A_E8	OXWW809-23
MOZZ00000881A_E9	OXWW896-23
MOZZ00000881A_F1	OXWW797-23
MOZZ00000881A_F10	OXWW995-23
MOZZ00000881A_F11	OXWW1084-23
MOZZ00000881A_F12	OXWW1172-23
MOZZ00000881A_F2	OXWW292-23
MOZZ00000881A_F3	OXWW380-23
MOZZ00000881A_F4	OXWW468-23
MOZZ00000881A_F5	OXWW556-23
MOZZ00000881A_F6	OXWW644-23
MOZZ00000881A_F7	OXWW732-23
MOZZ00000881A_F8	OXWW820-23
MOZZ00000881A_F9	OXWW908-23
MOZZ00000881A_G1	OXWW907-23
MOZZ00000881A_G10	OXWW1006-23
MOZZ00000881A_G11	OXWW1094-23
MOZZ00000881A_G12	OXWW1183-23
MOZZ00000881A_G2	OXWW303-23
MOZZ00000881A_G3	OXWW391-23
MOZZ00000881A_G4	OXWW479-23
MOZZ00000881A_G5	OXWW566-23
MOZZ00000881A_G6	OXWW655-23
MOZZ00000881A_G7	OXWW743-23
MOZZ00000881A_G8	OXWW831-23
MOZZ00000881A_G9	OXWW919-23
MOZZ00000881A_H1	OXWW1017-23
MOZZ00000881A_H10	OXWW1018-23
MOZZ00000881A_H11	OXWW1105-23
MOZZ00000881A_H2	OXWW314-23
MOZZ00000881A_H3	OXWW402-23
MOZZ00000881A_H4	OXWW490-23
MOZZ00000881A_H5	OXWW578-23
MOZZ00000881A_H6	OXWW666-23
MOZZ00000881A_H7	OXWW754-23
MOZZ00000881A_H8	OXWW842-23
MOZZ00000881A_H9	OXWW930-23
MOZZ00000882A_A1	OXWW1203-23
MOZZ00000882A_A10	OXWW324-23
MOZZ00000882A_A11	OXWW333-23
MOZZ00000882A_A12	OXWW342-23
MOZZ00000882A_A2	OXWW058-23
MOZZ00000882A_A3	OXWW146-23
MOZZ00000882A_A4	OXWW234-23
MOZZ00000882A_A5	OXWW280-23
MOZZ00000882A_A6	OXWW289-23
MOZZ00000882A_A7	OXWW298-23
MOZZ00000882A_A8	OXWW307-23
MOZZ00000882A_A9	OXWW316-23
MOZZ00000882A_B1	OXWW1214-23
MOZZ00000882A_B10	OXWW326-23
MOZZ00000882A_B11	OXWW334-23
MOZZ00000882A_B12	OXWW343-23
MOZZ00000882A_B2	OXWW068-23
MOZZ00000882A_B3	OXWW157-23
MOZZ00000882A_B4	OXWW245-23
MOZZ00000882A_B5	OXWW282-23
MOZZ00000882A_B6	OXWW290-23
MOZZ00000882A_B7	OXWW299-23
MOZZ00000882A_B8	OXWW308-23
MOZZ00000882A_B9	OXWW317-23
MOZZ00000882A_C1	OXWW1225-23
MOZZ00000882A_C10	OXWW327-23
MOZZ00000882A_C11	OXWW335-23
MOZZ00000882A_C12	OXWW344-23
MOZZ00000882A_C2	OXWW079-23
MOZZ00000882A_C3	OXWW168-23
MOZZ00000882A_C4	OXWW256-23
MOZZ00000882A_C5	OXWW283-23
MOZZ00000882A_C6	OXWW291-23
MOZZ00000882A_C7	OXWW300-23
MOZZ00000882A_C8	OXWW309-23
MOZZ00000882A_C9	OXWW318-23
MOZZ00000882A_D1	OXWW003-23
MOZZ00000882A_D10	OXWW328-23
MOZZ00000882A_D11	OXWW337-23
MOZZ00000882A_D12	OXWW345-23
MOZZ00000882A_D2	OXWW090-23
MOZZ00000882A_D3	OXWW178-23
MOZZ00000882A_D4	OXWW267-23
MOZZ00000882A_D5	OXWW284-23
MOZZ00000882A_D6	OXWW293-23
MOZZ00000882A_D7	OXWW301-23
MOZZ00000882A_D8	OXWW310-23
MOZZ00000882A_D9	OXWW319-23
MOZZ00000882A_E1	OXWW014-23
MOZZ00000882A_E10	OXWW329-23
MOZZ00000882A_E11	OXWW338-23
MOZZ00000882A_E12	OXWW346-23
MOZZ00000882A_E2	OXWW101-23
MOZZ00000882A_E3	OXWW189-23
MOZZ00000882A_E4	OXWW276-23
MOZZ00000882A_E5	OXWW285-23
MOZZ00000882A_E6	OXWW294-23
MOZZ00000882A_E7	OXWW302-23
MOZZ00000882A_E8	OXWW311-23
MOZZ00000882A_E9	OXWW320-23
MOZZ00000882A_F1	OXWW025-23
MOZZ00000882A_F10	OXWW330-23
MOZZ00000882A_F11	OXWW339-23
MOZZ00000882A_F12	OXWW348-23
MOZZ00000882A_F2	OXWW113-23
MOZZ00000882A_F3	OXWW200-23
MOZZ00000882A_F4	OXWW277-23
MOZZ00000882A_F5	OXWW286-23
MOZZ00000882A_F6	OXWW295-23
MOZZ00000882A_F7	OXWW304-23
MOZZ00000882A_F8	OXWW312-23
MOZZ00000882A_F9	OXWW321-23
MOZZ00000882A_G1	OXWW036-23
MOZZ00000882A_G10	OXWW331-23
MOZZ00000882A_G11	OXWW340-23
MOZZ00000882A_G12	OXWW349-23
MOZZ00000882A_G2	OXWW124-23
MOZZ00000882A_G3	OXWW211-23
MOZZ00000882A_G4	OXWW278-23
MOZZ00000882A_G5	OXWW287-23
MOZZ00000882A_G6	OXWW296-23
MOZZ00000882A_G7	OXWW305-23
MOZZ00000882A_G8	OXWW313-23
MOZZ00000882A_G9	OXWW322-23
MOZZ00000882A_H1	OXWW047-23
MOZZ00000882A_H10	OXWW332-23
MOZZ00000882A_H11	OXWW341-23
MOZZ00000882A_H2	OXWW135-23
MOZZ00000882A_H3	OXWW223-23
MOZZ00000882A_H4	OXWW279-23
MOZZ00000882A_H5	OXWW288-23
MOZZ00000882A_H6	OXWW297-23
MOZZ00000882A_H7	OXWW306-23
MOZZ00000882A_H8	OXWW315-23
MOZZ00000882A_H9	OXWW323-23
MOZZ00000883A_A1	SHAP2079-23
MOZZ00000883A_A10	SHAP2721-23
MOZZ00000883A_A11	SHAP2729-23
MOZZ00000883A_A12	SHAP2738-23
MOZZ00000883A_A2	SHAP2168-23
MOZZ00000883A_A3	SHAP2257-23
MOZZ00000883A_A4	SHAP2345-23
MOZZ00000883A_A5	SHAP2433-23
MOZZ00000883A_A6	SHAP2520-23
MOZZ00000883A_A7	SHAP2608-23
MOZZ00000883A_A8	SHAP2697-23
MOZZ00000883A_A9	SHAP2712-23
MOZZ00000883A_B1	SHAP2091-23
MOZZ00000883A_B10	SHAP2722-23
MOZZ00000883A_B11	SHAP2731-23
MOZZ00000883A_B12	SHAP2739-23
MOZZ00000883A_B2	SHAP2178-23
MOZZ00000883A_B3	SHAP2268-23
MOZZ00000883A_B4	SHAP2356-23
MOZZ00000883A_B5	SHAP2444-23
MOZZ00000883A_B6	SHAP2532-23
MOZZ00000883A_B7	SHAP2619-23
MOZZ00000883A_B8	SHAP2704-23
MOZZ00000883A_B9	SHAP2713-23
MOZZ00000883A_C1	SHAP2102-23
MOZZ00000883A_C10	SHAP2723-23
MOZZ00000883A_C11	SHAP2732-23
MOZZ00000883A_C12	SHAP2740-23
MOZZ00000883A_C2	SHAP2189-23
MOZZ00000883A_C3	SHAP2279-23
MOZZ00000883A_C4	SHAP2367-23
MOZZ00000883A_C5	SHAP2455-23
MOZZ00000883A_C6	SHAP2543-23
MOZZ00000883A_C7	SHAP2630-23
MOZZ00000883A_C8	SHAP2705-23
MOZZ00000883A_C9	SHAP2714-23
MOZZ00000883A_D1	SHAP2113-23
MOZZ00000883A_D10	SHAP2724-23
MOZZ00000883A_D11	SHAP2733-23
MOZZ00000883A_D12	SHAP2742-23
MOZZ00000883A_D2	SHAP2202-23
MOZZ00000883A_D3	SHAP2289-23
MOZZ00000883A_D4	SHAP2378-23
MOZZ00000883A_D5	SHAP2466-23
MOZZ00000883A_D6	SHAP2554-23
MOZZ00000883A_D7	SHAP2642-23
MOZZ00000883A_D8	SHAP2706-23
MOZZ00000883A_D9	SHAP2715-23
MOZZ00000883A_E1	SHAP2124-23
MOZZ00000883A_E10	SHAP2725-23
MOZZ00000883A_E11	SHAP2734-23
MOZZ00000883A_E12	SHAP2743-23
MOZZ00000883A_E2	SHAP2213-23
MOZZ00000883A_E3	SHAP2300-23
MOZZ00000883A_E4	SHAP2388-23
MOZZ00000883A_E5	SHAP2477-23
MOZZ00000883A_E6	SHAP2565-23
MOZZ00000883A_E7	SHAP2653-23
MOZZ00000883A_E8	SHAP2707-23
MOZZ00000883A_E9	SHAP2716-23
MOZZ00000883A_F1	SHAP2135-23
MOZZ00000883A_F10	SHAP2726-23
MOZZ00000883A_F11	SHAP2735-23
MOZZ00000883A_F12	SHAP2744-23
MOZZ00000883A_F2	SHAP2224-23
MOZZ00000883A_F3	SHAP2312-23
MOZZ00000883A_F4	SHAP2399-23
MOZZ00000883A_F5	SHAP2488-23
MOZZ00000883A_F6	SHAP2576-23
MOZZ00000883A_F7	SHAP2664-23
MOZZ00000883A_F8	SHAP2709-23
MOZZ00000883A_F9	SHAP2717-23
MOZZ00000883A_G1	SHAP2146-23
MOZZ00000883A_G10	SHAP2727-23
MOZZ00000883A_G11	SHAP2736-23
MOZZ00000883A_G12	SHAP2745-23
MOZZ00000883A_G2	SHAP2235-23
MOZZ00000883A_G3	SHAP2323-23
MOZZ00000883A_G4	SHAP2410-23
MOZZ00000883A_G5	SHAP2498-23
MOZZ00000883A_G6	SHAP2587-23
MOZZ00000883A_G7	SHAP2675-23
MOZZ00000883A_G8	SHAP2710-23
MOZZ00000883A_G9	SHAP2718-23
MOZZ00000883A_H1	SHAP2157-23
MOZZ00000883A_H10	SHAP2728-23
MOZZ00000883A_H11	SHAP2737-23
MOZZ00000883A_H2	SHAP2246-23
MOZZ00000883A_H3	SHAP2334-23
MOZZ00000883A_H4	SHAP2422-23
MOZZ00000883A_H5	SHAP2509-23
MOZZ00000883A_H6	SHAP2598-23
MOZZ00000883A_H7	SHAP2686-23
MOZZ00000883A_H8	SHAP2711-23
MOZZ00000883A_H9	SHAP2720-23
MOZZ00000884A_A1	SHAP2746-23
MOZZ00000884A_A10	SHAP2826-23
MOZZ00000884A_A11	SHAP2835-23
MOZZ00000884A_A12	SHAP2844-23
MOZZ00000884A_A2	SHAP2755-23
MOZZ00000884A_A3	SHAP2765-23
MOZZ00000884A_A4	SHAP2773-23
MOZZ00000884A_A5	SHAP2782-23
MOZZ00000884A_A6	SHAP2791-23
MOZZ00000884A_A7	SHAP2800-23
MOZZ00000884A_A8	SHAP2809-23
MOZZ00000884A_A9	SHAP2817-23
MOZZ00000884A_B1	SHAP2747-23
MOZZ00000884A_B10	SHAP2827-23
MOZZ00000884A_B11	SHAP2836-23
MOZZ00000884A_B12	SHAP2845-23
MOZZ00000884A_B2	SHAP2756-23
MOZZ00000884A_B3	SHAP2766-23
MOZZ00000884A_B4	SHAP2775-23
MOZZ00000884A_B5	SHAP2783-23
MOZZ00000884A_B6	SHAP2792-23
MOZZ00000884A_B7	SHAP2801-23
MOZZ00000884A_B8	SHAP2810-23
MOZZ00000884A_B9	SHAP2819-23
MOZZ00000884A_C1	SHAP2748-23
MOZZ00000884A_C10	SHAP2828-23
MOZZ00000884A_C11	SHAP2837-23
MOZZ00000884A_C12	SHAP2846-23
MOZZ00000884A_C2	SHAP2757-23
MOZZ00000884A_C3	SHAP2767-23
MOZZ00000884A_C4	SHAP2776-23
MOZZ00000884A_C5	SHAP2784-23
MOZZ00000884A_C6	SHAP2793-23
MOZZ00000884A_C7	SHAP2802-23
MOZZ00000884A_C8	SHAP2811-23
MOZZ00000884A_C9	SHAP2820-23
MOZZ00000884A_D1	SHAP2749-23
MOZZ00000884A_D10	SHAP2830-23
MOZZ00000884A_D11	SHAP2838-23
MOZZ00000884A_D12	SHAP2847-23
MOZZ00000884A_D2	SHAP2758-23
MOZZ00000884A_D3	SHAP2768-23
MOZZ00000884A_D4	SHAP2777-23
MOZZ00000884A_D5	SHAP2786-23
MOZZ00000884A_D6	SHAP2794-23
MOZZ00000884A_D7	SHAP2803-23
MOZZ00000884A_D8	SHAP2812-23
MOZZ00000884A_D9	SHAP2821-23
MOZZ00000884A_E1	SHAP2750-23
MOZZ00000884A_E10	SHAP2831-23
MOZZ00000884A_E11	SHAP2839-23
MOZZ00000884A_E12	SHAP2848-23
MOZZ00000884A_E2	SHAP2759-23
MOZZ00000884A_E3	SHAP2769-23
MOZZ00000884A_E4	SHAP2778-23
MOZZ00000884A_E5	SHAP2787-23
MOZZ00000884A_E6	SHAP2795-23
MOZZ00000884A_E7	SHAP2804-23
MOZZ00000884A_E8	SHAP2813-23
MOZZ00000884A_E9	SHAP2822-23
MOZZ00000884A_F1	SHAP2752-23
MOZZ00000884A_F10	SHAP2832-23
MOZZ00000884A_F11	SHAP2841-23
MOZZ00000884A_F12	SHAP2849-23
MOZZ00000884A_F2	SHAP2760-23
MOZZ00000884A_F3	SHAP2770-23
MOZZ00000884A_F4	SHAP2779-23
MOZZ00000884A_F5	SHAP2788-23
MOZZ00000884A_F6	SHAP2797-23
MOZZ00000884A_F7	SHAP2805-23
MOZZ00000884A_F8	SHAP2814-23
MOZZ00000884A_F9	SHAP2823-23
MOZZ00000884A_G1	SHAP2753-23
MOZZ00000884A_G10	SHAP2833-23
MOZZ00000884A_G11	SHAP2842-23
MOZZ00000884A_G12	SHAP2850-23
MOZZ00000884A_G2	SHAP2761-23
MOZZ00000884A_G3	SHAP2771-23
MOZZ00000884A_G4	SHAP2780-23
MOZZ00000884A_G5	SHAP2789-23
MOZZ00000884A_G6	SHAP2798-23
MOZZ00000884A_G7	SHAP2806-23
MOZZ00000884A_G8	SHAP2815-23
MOZZ00000884A_G9	SHAP2824-23
MOZZ00000884A_H1	SHAP2754-23
MOZZ00000884A_H10	SHAP2834-23
MOZZ00000884A_H11	SHAP2843-23
MOZZ00000884A_H2	SHAP2764-23
MOZZ00000884A_H3	SHAP2772-23
MOZZ00000884A_H4	SHAP2781-23
MOZZ00000884A_H5	SHAP2790-23
MOZZ00000884A_H6	SHAP2799-23
MOZZ00000884A_H7	SHAP2808-23
MOZZ00000884A_H8	SHAP2816-23
MOZZ00000884A_H9	SHAP2825-23
MOZZ00000885A_A1	SHAP3388-23
MOZZ00000885A_A10	SHAP761-23
MOZZ00000885A_A11	SHAP849-23
MOZZ00000885A_A12	SHAP937-23
MOZZ00000885A_A2	SHAP058-23
MOZZ00000885A_A3	SHAP146-23
MOZZ00000885A_A4	SHAP234-23
MOZZ00000885A_A5	SHAP321-23
MOZZ00000885A_A6	SHAP409-23
MOZZ00000885A_A7	SHAP497-23
MOZZ00000885A_A8	SHAP586-23
MOZZ00000885A_A9	SHAP674-23
MOZZ00000885A_B1	SHAP3399-23
MOZZ00000885A_B10	SHAP773-23
MOZZ00000885A_B11	SHAP860-23
MOZZ00000885A_B12	SHAP948-23
MOZZ00000885A_B2	SHAP068-23
MOZZ00000885A_B3	SHAP157-23
MOZZ00000885A_B4	SHAP245-23
MOZZ00000885A_B5	SHAP333-23
MOZZ00000885A_B6	SHAP420-23
MOZZ00000885A_B7	SHAP508-23
MOZZ00000885A_B8	SHAP596-23
MOZZ00000885A_B9	SHAP685-23
MOZZ00000885A_C1	SHAP3410-23
MOZZ00000885A_C10	SHAP784-23
MOZZ00000885A_C11	SHAP871-23
MOZZ00000885A_C12	SHAP959-23
MOZZ00000885A_C2	SHAP079-23
MOZZ00000885A_C3	SHAP168-23
MOZZ00000885A_C4	SHAP256-23
MOZZ00000885A_C5	SHAP344-23
MOZZ00000885A_C6	SHAP431-23
MOZZ00000885A_C7	SHAP519-23
MOZZ00000885A_C8	SHAP607-23
MOZZ00000885A_C9	SHAP696-23
MOZZ00000885A_D1	SHAP003-23
MOZZ00000885A_D10	SHAP795-23
MOZZ00000885A_D11	SHAP883-23
MOZZ00000885A_D12	SHAP970-23
MOZZ00000885A_D2	SHAP090-23
MOZZ00000885A_D3	SHAP178-23
MOZZ00000885A_D4	SHAP267-23
MOZZ00000885A_D5	SHAP355-23
MOZZ00000885A_D6	SHAP443-23
MOZZ00000885A_D7	SHAP530-23
MOZZ00000885A_D8	SHAP618-23
MOZZ00000885A_D9	SHAP706-23
MOZZ00000885A_E1	SHAP014-23
MOZZ00000885A_E10	SHAP805-23
MOZZ00000885A_E11	SHAP894-23
MOZZ00000885A_E12	SHAP981-23
MOZZ00000885A_E2	SHAP101-23
MOZZ00000885A_E3	SHAP189-23
MOZZ00000885A_E4	SHAP277-23
MOZZ00000885A_E5	SHAP366-23
MOZZ00000885A_E6	SHAP454-23
MOZZ00000885A_E7	SHAP541-23
MOZZ00000885A_E8	SHAP629-23
MOZZ00000885A_E9	SHAP717-23
MOZZ00000885A_F1	SHAP025-23
MOZZ00000885A_F10	SHAP816-23
MOZZ00000885A_F11	SHAP905-23
MOZZ00000885A_F12	SHAP993-23
MOZZ00000885A_F2	SHAP113-23
MOZZ00000885A_F3	SHAP200-23
MOZZ00000885A_F4	SHAP288-23
MOZZ00000885A_F5	SHAP377-23
MOZZ00000885A_F6	SHAP465-23
MOZZ00000885A_F7	SHAP553-23
MOZZ00000885A_F8	SHAP640-23
MOZZ00000885A_F9	SHAP728-23
MOZZ00000885A_G1	SHAP036-23
MOZZ00000885A_G10	SHAP827-23
MOZZ00000885A_G11	SHAP915-23
MOZZ00000885A_G12	SHAP1004-23
MOZZ00000885A_G2	SHAP124-23
MOZZ00000885A_G3	SHAP211-23
MOZZ00000885A_G4	SHAP299-23
MOZZ00000885A_G5	SHAP387-23
MOZZ00000885A_G6	SHAP476-23
MOZZ00000885A_G7	SHAP564-23
MOZZ00000885A_G8	SHAP651-23
MOZZ00000885A_G9	SHAP739-23
MOZZ00000885A_H1	SHAP047-23
MOZZ00000885A_H10	SHAP838-23
MOZZ00000885A_H11	SHAP926-23
MOZZ00000885A_H2	SHAP135-23
MOZZ00000885A_H3	SHAP223-23
MOZZ00000885A_H4	SHAP310-23
MOZZ00000885A_H5	SHAP398-23
MOZZ00000885A_H6	SHAP487-23
MOZZ00000885A_H7	SHAP575-23
MOZZ00000885A_H8	SHAP663-23
MOZZ00000885A_H9	SHAP750-23
MOZZ00000886A_A1	SHAP001-23
MOZZ00000886A_A10	SHAP3126-23
MOZZ00000886A_A11	SHAP3214-23
MOZZ00000886A_A12	SHAP3301-23
MOZZ00000886A_A2	SHAP3312-23
MOZZ00000886A_A3	SHAP772-23
MOZZ00000886A_A4	SHAP1651-23
MOZZ00000886A_A5	SHAP2531-23
MOZZ00000886A_A6	SHAP2774-23
MOZZ00000886A_A7	SHAP2861-23
MOZZ00000886A_A8	SHAP2950-23
MOZZ00000886A_A9	SHAP3038-23
MOZZ00000886A_B1	SHAP1101-23
MOZZ00000886A_B10	SHAP3137-23
MOZZ00000886A_B11	SHAP3225-23
MOZZ00000886A_B12	SHAP3313-23
MOZZ00000886A_B2	SHAP002-23
MOZZ00000886A_B3	SHAP882-23
MOZZ00000886A_B4	SHAP1761-23
MOZZ00000886A_B5	SHAP2641-23
MOZZ00000886A_B6	SHAP2785-23
MOZZ00000886A_B7	SHAP2873-23
MOZZ00000886A_B8	SHAP2960-23
MOZZ00000886A_B9	SHAP3049-23
MOZZ00000886A_C1	SHAP2200-23
MOZZ00000886A_C10	SHAP3148-23
MOZZ00000886A_C11	SHAP3236-23
MOZZ00000886A_C12	SHAP3324-23
MOZZ00000886A_C2	SHAP112-23
MOZZ00000886A_C3	SHAP992-23
MOZZ00000886A_C4	SHAP1871-23
MOZZ00000886A_C5	SHAP2708-23
MOZZ00000886A_C6	SHAP2796-23
MOZZ00000886A_C7	SHAP2884-23
MOZZ00000886A_C8	SHAP2971-23
MOZZ00000886A_C9	SHAP3060-23
MOZZ00000886A_D1	SHAP2762-23
MOZZ00000886A_D10	SHAP3159-23
MOZZ00000886A_D11	SHAP3247-23
MOZZ00000886A_D12	SHAP3335-23
MOZZ00000886A_D2	SHAP222-23
MOZZ00000886A_D3	SHAP1102-23
MOZZ00000886A_D4	SHAP1981-23
MOZZ00000886A_D5	SHAP2719-23
MOZZ00000886A_D6	SHAP2807-23
MOZZ00000886A_D7	SHAP2895-23
MOZZ00000886A_D8	SHAP2983-23
MOZZ00000886A_D9	SHAP3070-23
MOZZ00000886A_E1	SHAP2872-23
MOZZ00000886A_E10	SHAP3169-23
MOZZ00000886A_E11	SHAP3258-23
MOZZ00000886A_E12	SHAP3346-23
MOZZ00000886A_E2	SHAP332-23
MOZZ00000886A_E3	SHAP1212-23
MOZZ00000886A_E4	SHAP2090-23
MOZZ00000886A_E5	SHAP2730-23
MOZZ00000886A_E6	SHAP2818-23
MOZZ00000886A_E7	SHAP2906-23
MOZZ00000886A_E8	SHAP2994-23
MOZZ00000886A_E9	SHAP3081-23
MOZZ00000886A_F1	SHAP2982-23
MOZZ00000886A_F10	SHAP3180-23
MOZZ00000886A_F11	SHAP3269-23
MOZZ00000886A_F12	SHAP3357-23
MOZZ00000886A_F2	SHAP442-23
MOZZ00000886A_F3	SHAP1322-23
MOZZ00000886A_F4	SHAP2201-23
MOZZ00000886A_F5	SHAP2741-23
MOZZ00000886A_F6	SHAP2829-23
MOZZ00000886A_F7	SHAP2917-23
MOZZ00000886A_F8	SHAP3005-23
MOZZ00000886A_F9	SHAP3093-23
MOZZ00000886A_G1	SHAP3092-23
MOZZ00000886A_G10	SHAP3191-23
MOZZ00000886A_G11	SHAP3279-23
MOZZ00000886A_G12	SHAP3368-23
MOZZ00000886A_G2	SHAP552-23
MOZZ00000886A_G3	SHAP1432-23
MOZZ00000886A_G4	SHAP2311-23
MOZZ00000886A_G5	SHAP2751-23
MOZZ00000886A_G6	SHAP2840-23
MOZZ00000886A_G7	SHAP2928-23
MOZZ00000886A_G8	SHAP3016-23
MOZZ00000886A_G9	SHAP3104-23
MOZZ00000886A_H1	SHAP3202-23
MOZZ00000886A_H10	SHAP3203-23
MOZZ00000886A_H11	SHAP3290-23
MOZZ00000886A_H2	SHAP662-23
MOZZ00000886A_H3	SHAP1542-23
MOZZ00000886A_H4	SHAP2421-23
MOZZ00000886A_H5	SHAP2763-23
MOZZ00000886A_H6	SHAP2851-23
MOZZ00000886A_H7	SHAP2939-23
MOZZ00000886A_H8	SHAP3027-23
MOZZ00000886A_H9	SHAP3115-23
MOZZ00000887A_A1	BNHMG793-23
MOZZ00000887A_A10	BNHMG874-23
MOZZ00000887A_A2	BNHMG802-23
MOZZ00000887A_A3	BNHMG811-23
MOZZ00000887A_A4	BNHMG820-23
MOZZ00000887A_A5	BNHMG830-23
MOZZ00000887A_A6	BNHMG838-23
MOZZ00000887A_A7	BNHMG847-23
MOZZ00000887A_A8	BNHMG856-23
MOZZ00000887A_A9	BNHMG865-23
MOZZ00000887A_B1	BNHMG795-23
MOZZ00000887A_B10	BNHMG875-23
MOZZ00000887A_B2	BNHMG803-23
MOZZ00000887A_B3	BNHMG812-23
MOZZ00000887A_B4	BNHMG821-23
MOZZ00000887A_B5	BNHMG831-23
MOZZ00000887A_B6	BNHMG840-23
MOZZ00000887A_B7	BNHMG848-23
MOZZ00000887A_B8	BNHMG857-23
MOZZ00000887A_B9	BNHMG866-23
MOZZ00000887A_C1	BNHMG796-23
MOZZ00000887A_C10	BNHMG876-23
MOZZ00000887A_C2	BNHMG804-23
MOZZ00000887A_C3	BNHMG813-23
MOZZ00000887A_C4	BNHMG822-23
MOZZ00000887A_C5	BNHMG832-23
MOZZ00000887A_C6	BNHMG841-23
MOZZ00000887A_C7	BNHMG849-23
MOZZ00000887A_C8	BNHMG858-23
MOZZ00000887A_C9	BNHMG867-23
MOZZ00000887A_D1	BNHMG797-23
MOZZ00000887A_D10	BNHMG877-23
MOZZ00000887A_D2	BNHMG806-23
MOZZ00000887A_D3	BNHMG814-23
MOZZ00000887A_D4	BNHMG823-23
MOZZ00000887A_D5	BNHMG833-23
MOZZ00000887A_D6	BNHMG842-23
MOZZ00000887A_D7	BNHMG851-23
MOZZ00000887A_D8	BNHMG859-23
MOZZ00000887A_D9	BNHMG868-23
MOZZ00000887A_E1	BNHMG798-23
MOZZ00000887A_E10	BNHMG878-23
MOZZ00000887A_E2	BNHMG807-23
MOZZ00000887A_E3	BNHMG815-23
MOZZ00000887A_E4	BNHMG824-23
MOZZ00000887A_E5	BNHMG834-23
MOZZ00000887A_E6	BNHMG843-23
MOZZ00000887A_E7	BNHMG852-23
MOZZ00000887A_E8	BNHMG860-23
MOZZ00000887A_E9	BNHMG869-23
MOZZ00000887A_F1	BNHMG799-23
MOZZ00000887A_F10	BNHMG879-23
MOZZ00000887A_F2	BNHMG808-23
MOZZ00000887A_F3	BNHMG817-23
MOZZ00000887A_F4	BNHMG825-23
MOZZ00000887A_F5	BNHMG835-23
MOZZ00000887A_F6	BNHMG844-23
MOZZ00000887A_F7	BNHMG853-23
MOZZ00000887A_F8	BNHMG862-23
MOZZ00000887A_F9	BNHMG870-23
MOZZ00000887A_G1	BNHMG800-23
MOZZ00000887A_G10	BNHMG880-23
MOZZ00000887A_G2	BNHMG809-23
MOZZ00000887A_G3	BNHMG818-23
MOZZ00000887A_G4	BNHMG826-23
MOZZ00000887A_G5	BNHMG836-23
MOZZ00000887A_G6	BNHMG845-23
MOZZ00000887A_G7	BNHMG854-23
MOZZ00000887A_G8	BNHMG863-23
MOZZ00000887A_G9	BNHMG871-23
MOZZ00000887A_H1	BNHMG801-23
MOZZ00000887A_H2	BNHMG810-23
MOZZ00000887A_H3	BNHMG819-23
MOZZ00000887A_H4	BNHMG829-23
MOZZ00000887A_H5	BNHMG837-23
MOZZ00000887A_H6	BNHMG846-23
MOZZ00000887A_H7	BNHMG855-23
MOZZ00000887A_H8	BNHMG864-23
MOZZ00000887A_H9	BNHMG873-23
MOZZ00000888A_A1	BNHMG3732-23
MOZZ00000888A_A10	BNHMG3812-23
MOZZ00000888A_A11	BNHMG3821-23
MOZZ00000888A_A12	BNHMG3830-23
MOZZ00000888A_A2	BNHMG3741-23
MOZZ00000888A_A3	BNHMG3750-23
